date,open,high,low,close,volume,amount,code,name,type
2025-01-02,10.52,10.825,10.52,10.525,28285006,297977938,511030,国开ETF,bond
2025-01-03,10.53,10.535,10.529,10.535,17924900,188790378,511030,国开ETF,bond
2025-01-06,10.534,10.542,10.534,10.542,32392032,341379170,511030,国开ETF,bond
2025-01-07,10.544,10.549,10.538,10.543,29996400,316229638,511030,国开ETF,bond
2025-01-08,10.542,10.543,10.539,10.542,47197800,497528920,511030,国开ETF,bond
2025-01-09,10.542,10.544,10.538,10.539,34017526,358610513,511030,国开ETF,bond
2025-01-10,10.533,10.538,10.522,10.536,32981377,347336649,511030,国开ETF,bond
2025-01-13,10.53,10.536,10.526,10.527,36754087,386957664,511030,国开ETF,bond
2025-01-14,10.527,10.529,10.52,10.521,38603701,406189218,511030,国开ETF,bond
2025-01-15,10.525,10.529,10.525,10.528,38037153,400455868,511030,国开ETF,bond
2025-01-16,10.528,10.528,10.512,10.513,52984797,557274877,511030,国开ETF,bond
2025-01-17,10.514,10.523,10.514,10.523,25181254,264904504,511030,国开ETF,bond
2025-01-20,10.521,10.524,10.517,10.52,43100677,453421636,511030,国开ETF,bond
2025-01-21,10.52,10.524,10.52,10.522,13951399,146794284,511030,国开ETF,bond
2025-01-22,10.522,10.524,10.522,10.523,10382799,109253727,511030,国开ETF,bond
2025-01-23,10.523,10.524,10.52,10.52,30153800,317269577,511030,国开ETF,bond
2025-01-24,10.522,10.524,10.52,10.524,16291600,171426851,511030,国开ETF,bond
2025-01-27,10.527,10.532,10.527,10.531,7799300,82130633,511030,国开ETF,bond
2025-02-05,10.531,10.534,10.53,10.534,20577700,216737317,511030,国开ETF,bond
2025-02-06,10.534,10.54,10.534,10.538,29977733,315883934,511030,国开ETF,bond
2025-02-07,10.538,10.547,10.538,10.544,47691695,502903256,511030,国开ETF,bond
2025-02-10,10.544,10.547,10.537,10.544,46133300,486390334,511030,国开ETF,bond
2025-02-11,10.545,10.545,10.54,10.542,15933500,167970165,511030,国开ETF,bond
2025-02-12,10.542,10.544,10.542,10.543,33672003,355003731,511030,国开ETF,bond
2025-02-13,10.543,10.547,10.541,10.542,34370783,362349895,511030,国开ETF,bond
2025-02-14,10.543,10.543,10.538,10.538,50992100,537449333,511030,国开ETF,bond
2025-02-17,10.539,10.54,10.532,10.534,17182000,180994220,511030,国开ETF,bond
2025-02-18,10.532,10.533,10.527,10.53,23418963,246600416,511030,国开ETF,bond
2025-02-19,10.532,10.532,10.527,10.53,26658100,280709849,511030,国开ETF,bond
2025-02-20,10.532,10.532,10.517,10.521,50457369,531115552,511030,国开ETF,bond
2025-02-21,10.522,10.522,10.492,10.501,12751204,134013792,511030,国开ETF,bond
2025-02-24,10.501,10.501,10.474,10.477,20080888,210495943,511030,国开ETF,bond
2025-02-25,10.485,10.512,10.485,10.501,35423713,372001370,511030,国开ETF,bond
2025-02-26,10.501,10.505,10.501,10.503,42835585,449921639,511030,国开ETF,bond
2025-02-27,10.504,10.507,10.501,10.502,55190235,579796366,511030,国开ETF,bond
2025-02-28,10.505,10.513,10.496,10.498,53055686,557260862,511030,国开ETF,bond
2025-03-03,10.498,10.51,10.495,10.509,52987123,556449905,511030,国开ETF,bond
2025-03-04,10.508,10.512,10.502,10.507,22730027,238830008,511030,国开ETF,bond
2025-03-05,10.508,10.509,10.506,10.509,43993525,462243074,511030,国开ETF,bond
2025-03-06,10.509,10.509,10.502,10.502,67049418,704293280,511030,国开ETF,bond
2025-03-07,10.501,10.501,10.495,10.497,38732699,406541596,511030,国开ETF,bond
2025-03-10,10.495,10.496,10.491,10.494,51771600,543187305,511030,国开ETF,bond
2025-03-11,10.497,10.499,10.487,10.489,41331272,433500511,511030,国开ETF,bond
2025-03-12,10.488,10.496,10.48,10.495,35494926,372170215,511030,国开ETF,bond
2025-03-13,10.494,10.501,10.491,10.5,62241578,653403382,511030,国开ETF,bond
2025-03-14,10.5,10.501,10.497,10.5,53386900,560559066,511030,国开ETF,bond
2025-03-17,10.5,10.5,10.493,10.497,57157113,599873215,511030,国开ETF,bond
2025-03-18,10.498,10.498,10.49,10.495,56479222,592727213,511030,国开ETF,bond
2025-03-19,104.946,105.046,104.946,105.001,2067385,217071615,511030,国开ETF,bond
2025-03-20,104.991,105.12,104.978,105.076,12417280,1304437427,511030,国开ETF,bond
2025-03-21,105.078,105.115,105.078,105.112,6470040,680052383,511030,国开ETF,bond
2025-03-24,105.112,105.177,105.097,105.163,4641392,487974483,511030,国开ETF,bond
2025-03-25,105.173,105.223,105.173,105.202,8661189,911193513,511030,国开ETF,bond
2025-03-26,105.197,105.239,105.186,105.211,9478355,997148229,511030,国开ETF,bond
2025-03-27,105.221,105.348,105.188,105.286,13407911,1411319466,511030,国开ETF,bond
2025-03-28,105.299,105.336,105.25,105.33,13237180,1394301200,511030,国开ETF,bond
2025-03-31,105.33,105.379,105.306,105.335,13693980,1442297809,511030,国开ETF,bond
2025-04-01,105.325,105.325,105.292,105.317,20146900,2121580032,511030,国开ETF,bond
2025-04-02,105.317,105.4,105.317,105.383,27118121,2856706630,511030,国开ETF,bond
2025-04-03,105.409,106.436,105.35,105.543,26854057,2832022915,511030,国开ETF,bond
2025-04-07,105.605,105.817,105.605,105.803,21099952,2231928909,511030,国开ETF,bond
2025-04-08,105.78,105.78,105.09,105.621,20695230,2186079023,511030,国开ETF,bond
2025-04-09,105.641,105.702,105.585,105.625,21390620,2259346572,511030,国开ETF,bond
2025-04-10,105.594,105.682,105.512,105.615,20785870,2194183216,511030,国开ETF,bond
2025-04-11,105.65,105.65,105.6,105.624,21484400,2269472751,511030,国开ETF,bond
2025-04-14,105.583,105.613,105.486,105.599,3544210,374091240,511030,国开ETF,bond
2025-04-15,105.594,105.642,105.593,105.612,22269550,2351868257,511030,国开ETF,bond
2025-04-16,105.606,105.64,105.577,105.619,19805570,2091940362,511030,国开ETF,bond
2025-04-17,105.586,105.622,105.48,105.511,17029296,1797970903,511030,国开ETF,bond
2025-04-18,105.501,105.551,105.444,105.497,5113030,539386331,511030,国开ETF,bond
2025-04-21,105.538,105.538,105.45,105.459,15697357,1656077143,511030,国开ETF,bond
2025-04-22,105.479,105.495,105.445,105.494,16963243,1789147568,511030,国开ETF,bond
2025-04-23,105.489,105.489,105.4,105.41,18675250,1969139864,511030,国开ETF,bond
2025-04-24,105.41,105.46,105.405,105.439,2579246,271953587,511030,国开ETF,bond
2025-04-25,105.46,105.46,105.411,105.435,18760610,1977712201,511030,国开ETF,bond
2025-04-28,105.453,105.454,105.419,105.424,20076493,2116470429,511030,国开ETF,bond
2025-04-29,105.411,105.509,105.411,105.506,4952345,522425292,511030,国开ETF,bond
2025-04-30,105.506,105.585,105.506,105.563,2733662,288601217,511030,国开ETF,bond
2025-05-06,105.54,105.54,105.484,105.532,16830735,1775908252,511030,国开ETF,bond
2025-05-07,105.599,105.617,105.5,105.597,15033410,1587114008,511030,国开ETF,bond
2025-05-08,105.625,105.67,105.568,105.656,20962430,2213902280,511030,国开ETF,bond
2025-05-09,105.645,105.678,105.644,105.666,28644580,3026613433,511030,国开ETF,bond
2025-05-12,105.684,105.71,105.634,105.645,12938880,1366845059,511030,国开ETF,bond
2025-05-13,105.655,105.655,105.613,105.644,9537496,1007516618,511030,国开ETF,bond
2025-05-14,105.663,105.727,105.626,105.71,23980401,2533808708,511030,国开ETF,bond
2025-05-15,105.727,105.735,105.678,105.717,32570670,3443244369,511030,国开ETF,bond
2025-05-16,105.734,105.734,105.601,105.649,3953146,417638649,511030,国开ETF,bond
2025-05-19,105.65,105.686,105.626,105.686,16034482,1694079716,511030,国开ETF,bond
2025-05-20,105.704,105.74,105.685,105.721,13996862,1479914419,511030,国开ETF,bond
2025-05-21,105.702,105.753,105.702,105.732,11055432,1168884610,511030,国开ETF,bond
2025-05-22,105.739,105.787,105.711,105.774,15278330,1615971110,511030,国开ETF,bond
2025-05-23,105.794,105.844,105.766,105.776,15748620,1665961927,511030,国开ETF,bond
2025-05-26,105.79,105.83,105.76,105.8,19624940,2076419769,511030,国开ETF,bond
2025-05-27,105.814,105.85,105.772,105.818,18160240,1921796966,511030,国开ETF,bond
2025-05-28,105.819,105.819,105.771,105.783,4015580,424794256,511030,国开ETF,bond
2025-05-29,105.794,105.829,105.753,105.761,16398776,1734635844,511030,国开ETF,bond
2025-05-30,105.762,105.84,105.76,105.814,22879510,2420674205,511030,国开ETF,bond
2025-06-03,105.889,105.889,105.8,105.808,17430000,1844409854,511030,国开ETF,bond
2025-06-04,105.827,105.86,105.803,105.836,12259860,1297407437,511030,国开ETF,bond
2025-06-05,105.85,105.899,105.819,105.893,15396288,1630202151,511030,国开ETF,bond
2025-06-06,105.907,105.907,105.86,105.876,21873100,2315980510,511030,国开ETF,bond
2025-06-09,105.879,105.915,105.851,105.887,26778900,2835414722,511030,国开ETF,bond
2025-06-10,105.888,105.936,105.888,105.921,28550320,3023921445,511030,国开ETF,bond
2025-06-11,105.923,105.945,105.894,105.935,23783050,2519525648,511030,国开ETF,bond
2025-06-12,105.925,105.967,105.921,105.94,11372100,1204779438,511030,国开ETF,bond
2025-06-13,105.94,105.975,105.939,105.956,29862680,3164079955,511030,国开ETF,bond
2025-06-16,105.96,105.98,105.928,105.972,22367620,2370122757,511030,国开ETF,bond
2025-06-17,105.972,106.02,105.967,106.017,22215915,2355126026,511030,国开ETF,bond
2025-06-18,106.019,106.069,106.004,106.012,24144800,2559804597,511030,国开ETF,bond
2025-06-19,106.021,106.036,106.016,106.026,17678062,1874377038,511030,国开ETF,bond
2025-06-20,106.024,106.067,106.021,106.056,33009250,3500878641,511030,国开ETF,bond
2025-06-23,106.074,106.078,106.051,106.055,26126578,2770949798,511030,国开ETF,bond
2025-06-24,106.06,106.093,106.05,106.067,24534720,2602475315,511030,国开ETF,bond
2025-06-25,106.084,106.095,106.01,106.076,22540060,2390792561,511030,国开ETF,bond
2025-06-26,106.088,106.088,106.016,106.071,8949589,949165086,511030,国开ETF,bond
2025-06-27,106.088,106.11,106.067,106.108,12660010,1343241979,511030,国开ETF,bond
2025-06-30,106.149,106.149,106.1,106.106,27906450,2961166991,511030,国开ETF,bond
2025-07-01,106.116,106.122,106.067,106.086,23120880,2452771908,511030,国开ETF,bond
2025-07-02,106.085,106.139,106.08,106.131,26052740,2764517007,511030,国开ETF,bond
2025-07-03,106.144,106.221,106.114,106.15,11075100,1175694718,511030,国开ETF,bond
2025-07-04,106.16,106.235,106.16,106.228,22477290,2387316043,511030,国开ETF,bond
2025-07-07,106.219,106.331,106.213,106.263,28340790,3011015995,511030,国开ETF,bond
2025-07-08,106.266,106.32,106.219,106.255,25267921,2684592357,511030,国开ETF,bond
2025-07-09,106.253,106.282,106.22,106.25,21353526,2268593860,511030,国开ETF,bond
2025-07-10,106.239,106.267,106.21,106.234,22287940,2367936945,511030,国开ETF,bond
2025-07-11,106.25,106.25,106.157,106.195,8682070,922001403,511030,国开ETF,bond
2025-07-14,106.202,106.202,106.117,106.161,25230440,2679028576,511030,国开ETF,bond
2025-07-15,106.166,106.249,106.166,106.218,19624506,2084308517,511030,国开ETF,bond
2025-07-16,106.234,106.26,106.218,106.254,32580900,3461482961,511030,国开ETF,bond
2025-07-17,106.274,106.291,106.258,106.29,10098088,1073184515,511030,国开ETF,bond
2025-07-18,106.304,106.35,106.284,106.31,22679960,2410710082,511030,国开ETF,bond
2025-07-21,106.309,106.309,106.203,106.216,32817280,3486056505,511030,国开ETF,bond
2025-07-22,106.259,106.259,106.13,106.154,17766380,1886108412,511030,国开ETF,bond
2025-07-23,106.137,106.15,105.9,106.134,10436520,1106303354,511030,国开ETF,bond
2025-07-24,106.149,106.149,105.83,105.94,14801970,1568141288,511030,国开ETF,bond
2025-07-25,105.96,105.98,105.893,105.949,12047915,1276174600,511030,国开ETF,bond
2025-07-28,105.951,106.073,105.951,106.05,21808026,2311766497,511030,国开ETF,bond
2025-07-29,106.088,106.099,105.93,105.93,10035200,1063640929,511030,国开ETF,bond
2025-07-30,105.93,106.062,105.902,105.991,4478560,474620611,511030,国开ETF,bond
2025-07-31,106.0,106.16,105.991,106.112,19791800,2100196454,511030,国开ETF,bond
