date,open,high,low,close,volume,amount,code,name,type
2025-01-02,5.954,5.968,5.942,5.956,3812200,22698014,518660,黄金ETF,gold
2025-01-03,5.998,6.015,5.996,6.008,8116700,48732166,518660,黄金ETF,gold
2025-01-06,6.003,6.004,5.965,5.969,19696400,117897839,518660,黄金ETF,gold
2025-01-07,5.971,5.99,5.97,5.985,7626000,45584071,518660,黄金ETF,gold
2025-01-08,5.987,6.015,5.987,6.014,3079996,18487175,518660,黄金ETF,gold
2025-01-09,6.089,6.089,6.015,6.048,3835600,23108298,518660,黄金ETF,gold
2025-01-10,6.054,6.089,6.054,6.088,5925900,35962715,518660,黄金ETF,gold
2025-01-13,6.088,6.111,6.084,6.106,9080000,55381770,518660,黄金ETF,gold
2025-01-14,6.051,6.101,6.042,6.05,7228400,43741625,518660,黄金ETF,gold
2025-01-15,6.055,6.09,6.052,6.085,6711700,40688655,518660,黄金ETF,gold
2025-01-16,6.11,6.123,6.093,6.105,3070100,18755924,518660,黄金ETF,gold
2025-01-17,6.131,6.142,6.12,6.124,4505300,27617402,518660,黄金ETF,gold
2025-01-20,6.073,6.115,6.071,6.113,5292100,32185272,518660,黄金ETF,gold
2025-01-21,6.079,6.114,6.079,6.112,3245000,19812309,518660,黄金ETF,gold
2025-01-22,6.16,6.198,6.155,6.163,6144800,37933186,518660,黄金ETF,gold
2025-01-23,6.167,6.182,6.162,6.172,3105700,19159732,518660,黄金ETF,gold
2025-01-24,6.194,6.21,6.179,6.202,5933200,36781048,518660,黄金ETF,gold
2025-01-27,6.2,6.2,6.166,6.187,6133900,37902296,518660,黄金ETF,gold
2025-02-05,6.381,6.416,6.366,6.413,8818200,56408316,518660,黄金ETF,gold
2025-02-06,6.428,6.448,6.388,6.388,8293600,53254730,518660,黄金ETF,gold
2025-02-07,6.412,6.429,6.399,6.404,4326600,27741701,518660,黄金ETF,gold
2025-02-10,6.444,6.505,6.444,6.501,6335600,40989773,518660,黄金ETF,gold
2025-02-11,6.64,6.66,6.516,6.566,18488200,121781345,518660,黄金ETF,gold
2025-02-12,6.52,6.531,6.501,6.524,8285000,53982734,518660,黄金ETF,gold
2025-02-13,6.547,6.57,6.544,6.557,7729799,50680947,518660,黄金ETF,gold
2025-02-14,6.59,6.6,6.573,6.589,7304000,48072686,518660,黄金ETF,gold
2025-02-17,6.474,6.493,6.459,6.48,11223100,72650887,518660,黄金ETF,gold
2025-02-18,6.483,6.548,6.483,6.536,7766100,50633974,518660,黄金ETF,gold
2025-02-19,6.579,6.608,6.56,6.587,8719300,57430948,518660,黄金ETF,gold
2025-02-20,6.605,6.608,6.583,6.607,6130200,40418456,518660,黄金ETF,gold
2025-02-21,6.594,6.594,6.528,6.551,11300300,74066432,518660,黄金ETF,gold
2025-02-24,6.55,6.572,6.535,6.562,6987514,45799444,518660,黄金ETF,gold
2025-02-25,6.587,6.6,6.56,6.565,8359000,55008514,518660,黄金ETF,gold
2025-02-26,6.552,6.552,6.5,6.506,8329300,54372729,518660,黄金ETF,gold
2025-02-27,6.515,6.527,6.468,6.476,8861400,57540232,518660,黄金ETF,gold
2025-02-28,6.461,6.475,6.423,6.427,18288300,117707745,518660,黄金ETF,gold
2025-03-03,6.435,6.443,6.42,6.435,21556400,138660244,518660,黄金ETF,gold
2025-03-04,6.47,6.493,6.47,6.481,12994300,84234239,518660,黄金ETF,gold
2025-03-05,6.491,6.537,6.491,6.533,17576300,114578554,518660,黄金ETF,gold
2025-03-06,6.515,6.53,6.511,6.516,10723500,69923862,518660,黄金ETF,gold
2025-03-07,6.497,6.513,6.489,6.503,12215800,79400135,518660,黄金ETF,gold
2025-03-10,6.518,6.528,6.51,6.526,8471900,55240098,518660,黄金ETF,gold
2025-03-11,6.482,6.493,6.47,6.488,9915600,64264462,518660,黄金ETF,gold
2025-03-12,6.501,6.518,6.494,6.51,10709400,69698437,518660,黄金ETF,gold
2025-03-13,6.569,6.569,6.552,6.557,14232200,93380293,518660,黄金ETF,gold
2025-03-14,6.685,6.685,6.645,6.658,25064500,166919958,518660,黄金ETF,gold
2025-03-17,6.66,6.662,6.642,6.66,18537700,123356366,518660,黄金ETF,gold
2025-03-18,6.671,6.718,6.671,6.714,14117300,94575716,518660,黄金ETF,gold
2025-03-19,6.74,6.79,6.739,6.78,12055200,81552210,518660,黄金ETF,gold
2025-03-20,6.806,6.813,6.786,6.798,10623800,72206682,518660,黄金ETF,gold
