date,open,high,low,close,volume,amount,code,name,type
2025-01-02,5.975,5.981,5.96,5.977,233072893,1391842464,518880,黄金ETF,gold
2025-01-03,6.02,6.034,6.012,6.029,275912900,1661519900,518880,黄金ETF,gold
2025-01-06,6.023,6.025,5.984,5.99,298085000,1789609736,518880,黄金ETF,gold
2025-01-07,5.992,6.009,5.987,6.0,217772898,1305979331,518880,黄金ETF,gold
2025-01-08,6.01,6.031,6.01,6.03,160473261,965957916,518880,黄金ETF,gold
2025-01-09,6.038,6.066,6.032,6.065,156605360,946209476,518880,黄金ETF,gold
2025-01-10,6.078,6.109,6.075,6.105,241484690,1470619550,518880,黄金ETF,gold
2025-01-13,6.105,6.133,6.104,6.12,353089300,2160358184,518880,黄金ETF,gold
2025-01-14,6.07,6.075,6.062,6.068,286920000,1740951031,518880,黄金ETF,gold
2025-01-15,6.075,6.109,6.07,6.102,238686400,1452719737,518880,黄金ETF,gold
2025-01-16,6.139,6.141,6.11,6.122,241313300,1478521166,518880,黄金ETF,gold
2025-01-17,6.146,6.162,6.136,6.139,247982000,1524953624,518880,黄金ETF,gold
2025-01-20,6.091,6.131,6.089,6.127,198219500,1210507375,518880,黄金ETF,gold
2025-01-21,6.102,6.131,6.102,6.127,195442100,1196663049,518880,黄金ETF,gold
2025-01-22,6.17,6.215,6.169,6.181,296770527,1836180883,518880,黄金ETF,gold
2025-01-23,6.183,6.194,6.18,6.187,192367943,1190173543,518880,黄金ETF,gold
2025-01-24,6.209,6.225,6.199,6.218,227492200,1413858397,518880,黄金ETF,gold
2025-01-27,6.218,6.218,6.181,6.202,228818694,1417961910,518880,黄金ETF,gold
2025-02-05,6.4,6.441,6.385,6.439,367016108,2354135637,518880,黄金ETF,gold
2025-02-06,6.441,6.454,6.4,6.402,305318100,1965257147,518880,黄金ETF,gold
2025-02-07,6.43,6.435,6.414,6.42,202194200,1299373106,518880,黄金ETF,gold
2025-02-10,6.46,6.519,6.46,6.518,315643190,2046965397,518880,黄金ETF,gold
2025-02-11,6.628,6.645,6.531,6.584,688982800,4542010086,518880,黄金ETF,gold
2025-02-12,6.542,6.548,6.511,6.538,342637100,2237983355,518880,黄金ETF,gold
2025-02-13,6.564,6.587,6.559,6.57,284025229,1866397971,518880,黄金ETF,gold
2025-02-14,6.599,6.607,6.585,6.605,246676102,1627112891,518880,黄金ETF,gold
2025-02-17,6.477,6.505,6.47,6.494,396972681,2575282904,518880,黄金ETF,gold
2025-02-18,6.5,6.56,6.497,6.555,292830130,1913822117,518880,黄金ETF,gold
2025-02-19,6.595,6.624,6.576,6.598,315610500,2084378903,518880,黄金ETF,gold
2025-02-20,6.61,6.621,6.598,6.619,208220000,1375763005,518880,黄金ETF,gold
2025-02-21,6.608,6.608,6.544,6.568,411983897,2707414871,518880,黄金ETF,gold
