date,open,high,low,close,volume,amount,code,name,type
2025-01-02,10.336,10.373,10.336,10.355,46432628,480758608,511220,城投债ETF,bond
2025-01-03,10.358,10.506,10.342,10.373,47546779,492786310,511220,城投债ETF,bond
2025-01-06,10.375,10.382,10.361,10.381,28456478,295033354,511220,城投债ETF,bond
2025-01-07,10.377,10.38,10.364,10.366,28987819,300596705,511220,城投债ETF,bond
2025-01-08,10.369,10.374,10.362,10.371,37210376,385808344,511220,城投债ETF,bond
2025-01-09,10.371,10.373,10.365,10.366,14506100,150425452,511220,城投债ETF,bond
2025-01-10,10.358,10.361,10.344,10.36,19314534,199991904,511220,城投债ETF,bond
2025-01-13,10.355,10.359,10.351,10.356,37472259,388018494,511220,城投债ETF,bond
2025-01-14,10.355,10.355,10.33,10.343,42821009,442822540,511220,城投债ETF,bond
2025-01-15,10.344,10.355,10.344,10.35,58571995,606181133,511220,城投债ETF,bond
2025-01-16,10.348,10.348,10.171,10.325,72862702,752747183,511220,城投债ETF,bond
2025-01-17,10.329,10.342,10.329,10.342,46724060,482980285,511220,城投债ETF,bond
2025-01-20,10.338,10.353,10.337,10.338,43871366,453764073,511220,城投债ETF,bond
2025-01-21,10.344,10.344,10.326,10.336,39967219,413023360,511220,城投债ETF,bond
2025-01-22,10.336,10.339,10.333,10.337,26211980,270951613,511220,城投债ETF,bond
2025-01-23,10.336,10.34,10.333,10.335,20882193,215824854,511220,城投债ETF,bond
2025-01-24,10.335,10.337,10.332,10.333,24352124,251658602,511220,城投债ETF,bond
2025-01-27,10.338,10.346,10.337,10.346,31671214,327576434,511220,城投债ETF,bond
2025-02-05,10.351,10.351,10.341,10.346,31390555,324770027,511220,城投债ETF,bond
2025-02-06,10.348,10.354,10.348,10.353,18134700,187711034,511220,城投债ETF,bond
2025-02-07,10.354,10.371,10.353,10.364,54595897,565701619,511220,城投债ETF,bond
2025-02-10,10.364,10.369,10.36,10.364,67245000,696910970,511220,城投债ETF,bond
2025-02-11,10.365,10.368,10.361,10.364,47504802,492294512,511220,城投债ETF,bond
2025-02-12,10.364,10.368,10.362,10.363,31722940,328789436,511220,城投债ETF,bond
2025-02-13,10.362,10.364,10.357,10.358,16008920,165846837,511220,城投债ETF,bond
2025-02-14,10.361,10.362,10.348,10.35,56606954,586193594,511220,城投债ETF,bond
2025-02-17,10.348,10.352,10.34,10.344,43002128,444833684,511220,城投债ETF,bond
2025-02-18,10.344,10.349,10.334,10.341,85657194,885959391,511220,城投债ETF,bond
2025-02-19,10.343,10.345,10.335,10.336,33956849,351093118,511220,城投债ETF,bond
2025-02-20,10.338,10.338,10.326,10.326,22425790,231695170,511220,城投债ETF,bond
2025-02-21,10.327,10.331,10.307,10.315,33505765,345713783,511220,城投债ETF,bond
2025-02-24,10.311,10.316,10.275,10.277,70420727,724745766,511220,城投债ETF,bond
2025-02-25,10.286,10.314,10.277,10.28,65394297,673156935,511220,城投债ETF,bond
2025-02-26,10.284,10.324,10.284,10.306,39213956,404137318,511220,城投债ETF,bond
2025-02-27,10.306,10.312,10.29,10.299,52513268,541119524,511220,城投债ETF,bond
2025-02-28,10.304,10.306,10.29,10.3,50573222,520875148,511220,城投债ETF,bond
2025-03-03,10.302,10.326,10.297,10.31,38349012,395261770,511220,城投债ETF,bond
2025-03-04,10.319,10.319,10.31,10.312,55267792,569925348,511220,城投债ETF,bond
2025-03-05,10.312,10.319,10.312,10.315,15859180,163595763,511220,城投债ETF,bond
2025-03-06,10.312,10.312,10.3,10.309,78259517,806631955,511220,城投债ETF,bond
2025-03-07,10.307,10.308,10.288,10.293,28072953,288987219,511220,城投债ETF,bond
2025-03-10,10.292,10.292,10.285,10.29,37972988,390626796,511220,城投债ETF,bond
2025-03-11,10.29,10.29,10.256,10.264,50718093,520770798,511220,城投债ETF,bond
2025-03-12,10.27,10.285,10.252,10.282,30098325,308919627,511220,城投债ETF,bond
2025-03-13,10.282,10.301,10.279,10.299,61175314,629788539,511220,城投债ETF,bond
2025-03-14,10.155,10.155,10.143,10.15,22515410,228480481,511220,城投债ETF,bond
2025-03-17,10.15,10.15,10.131,10.139,37252911,377689129,511220,城投债ETF,bond
2025-03-18,10.14,10.149,10.135,10.143,61629952,625101156,511220,城投债ETF,bond
2025-03-19,10.145,10.15,10.135,10.146,30322269,307637984,511220,城投债ETF,bond
2025-03-20,10.149,10.168,10.149,10.164,51060667,518907815,511220,城投债ETF,bond
2025-03-21,10.165,10.175,10.162,10.174,44907499,456712484,511220,城投债ETF,bond
2025-03-24,10.175,10.176,10.165,10.17,38270515,389252850,511220,城投债ETF,bond
2025-03-25,10.175,10.19,10.174,10.184,43464531,442668486,511220,城投债ETF,bond
2025-03-26,10.181,10.197,10.181,10.186,73492548,748873416,511220,城投债ETF,bond
2025-03-27,10.185,10.199,10.185,10.191,80664799,822197460,511220,城投债ETF,bond
2025-03-28,10.194,10.195,10.189,10.19,69745693,710820566,511220,城投债ETF,bond
2025-03-31,10.189,10.194,10.187,10.194,60957500,621315802,511220,城投债ETF,bond
2025-04-01,10.195,10.204,10.192,10.199,50767204,517670217,511220,城投债ETF,bond
2025-04-02,10.199,10.213,10.195,10.207,78164146,797496498,511220,城投债ETF,bond
2025-04-03,10.216,10.236,10.211,10.234,53360755,545760743,511220,城投债ETF,bond
2025-04-07,10.25,10.284,10.24,10.259,52461700,538112522,511220,城投债ETF,bond
2025-04-08,10.252,10.259,10.227,10.242,46452940,475755319,511220,城投债ETF,bond
2025-04-09,10.243,10.25,10.229,10.234,71669012,733955447,511220,城投债ETF,bond
2025-04-10,10.23,10.239,10.214,10.239,62620700,640229232,511220,城投债ETF,bond
2025-04-11,10.239,10.241,10.226,10.234,43730771,447560270,511220,城投债ETF,bond
2025-04-14,10.23,10.241,10.223,10.237,51477685,526780436,511220,城投债ETF,bond
2025-04-15,10.237,10.255,10.234,10.246,74407441,762170313,511220,城投债ETF,bond
2025-04-16,10.249,10.25,10.236,10.248,89765322,919723549,511220,城投债ETF,bond
2025-04-17,10.252,10.252,10.223,10.226,111932279,1145127662,511220,城投债ETF,bond
2025-04-18,10.228,10.233,10.224,10.227,60511311,618896167,511220,城投债ETF,bond
2025-04-21,10.226,10.229,10.218,10.222,24985625,255459696,511220,城投债ETF,bond
2025-04-22,10.223,10.228,10.223,10.227,53980730,551955412,511220,城投债ETF,bond
2025-04-23,10.225,10.226,10.208,10.211,44675567,456294294,511220,城投债ETF,bond
2025-04-24,10.211,10.223,10.211,10.217,31384195,320642686,511220,城投债ETF,bond
2025-04-25,10.216,10.229,10.213,10.224,25033989,255766895,511220,城投债ETF,bond
2025-04-28,10.223,10.232,10.221,10.226,31351375,320667547,511220,城投债ETF,bond
2025-04-29,10.226,10.237,10.224,10.235,75279128,770060556,511220,城投债ETF,bond
2025-04-30,10.237,10.242,10.23,10.237,27570890,282268468,511220,城投债ETF,bond
2025-05-06,10.237,10.239,10.225,10.232,44547586,455818616,511220,城投债ETF,bond
2025-05-07,10.232,10.238,10.226,10.236,99655082,1019864889,511220,城投债ETF,bond
2025-05-08,10.235,10.245,10.234,10.245,69141779,708161956,511220,城投债ETF,bond
2025-05-09,10.244,10.252,10.244,10.252,44967102,460928032,511220,城投债ETF,bond
2025-05-12,10.248,10.253,10.246,10.25,37539817,384806360,511220,城投债ETF,bond
2025-05-13,10.247,10.251,10.24,10.248,27195830,278716196,511220,城投债ETF,bond
2025-05-14,10.248,10.252,10.244,10.249,85937750,880641055,511220,城投债ETF,bond
2025-05-15,10.251,10.261,10.251,10.258,75104526,770305257,511220,城投债ETF,bond
2025-05-16,10.263,10.263,10.246,10.251,85649597,877843127,511220,城投债ETF,bond
2025-05-19,10.253,10.254,10.247,10.25,70261760,720091809,511220,城投债ETF,bond
2025-05-20,10.252,10.261,10.252,10.259,61057405,626196008,511220,城投债ETF,bond
2025-05-21,10.262,10.269,10.259,10.268,24421552,250693570,511220,城投债ETF,bond
2025-05-22,10.268,10.272,10.265,10.269,35686395,366481389,511220,城投债ETF,bond
2025-05-23,10.271,10.275,10.268,10.269,17848628,183317120,511220,城投债ETF,bond
2025-05-26,10.272,10.278,10.27,10.276,71651475,736245988,511220,城投债ETF,bond
2025-05-27,10.278,10.28,10.272,10.279,46888700,481905262,511220,城投债ETF,bond
2025-05-28,10.279,10.284,10.275,10.281,46559414,478484166,511220,城投债ETF,bond
2025-05-29,10.28,10.28,10.268,10.27,61382200,630504130,511220,城投债ETF,bond
2025-05-30,10.273,10.28,10.272,10.277,66709112,685573274,511220,城投债ETF,bond
2025-06-03,10.279,10.285,10.276,10.282,59538401,611997265,511220,城投债ETF,bond
2025-06-04,10.282,10.283,10.278,10.282,58859420,605054069,511220,城投债ETF,bond
2025-06-05,10.28,10.281,10.275,10.278,69974400,719275717,511220,城投债ETF,bond
2025-06-06,10.28,10.282,10.276,10.281,36732658,377610201,511220,城投债ETF,bond
2025-06-09,10.28,10.284,10.278,10.282,60565976,622729179,511220,城投债ETF,bond
2025-06-10,10.283,10.288,10.279,10.284,37280842,383316702,511220,城投债ETF,bond
2025-06-11,10.285,10.285,10.279,10.284,102615123,1055109109,511220,城投债ETF,bond
2025-06-12,10.284,10.287,10.281,10.286,67719898,696539544,511220,城投债ETF,bond
2025-06-13,10.287,10.291,10.286,10.29,43941571,452128789,511220,城投债ETF,bond
2025-06-16,10.291,10.294,10.29,10.293,78829953,811402690,511220,城投债ETF,bond
