date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,ts_code,trade_date
2025-03-07,sh.605179,20.13,20.86,20.01,20.34,20.3,16500300.0,336808928.0,3,4.1148,1,0.197,344.156662,7.29598,2.967626,-212.664329,sh.605179.SZ,2025-03-07
2025-03-27,sh.605179,20.62,21.55,20.62,20.84,20.82,13336600.0,281213961.0,3,3.3258,1,0.0961,352.616757,7.47533,3.040576,-217.892065,sh.605179.SZ,2025-03-27
2025-04-03,sh.605179,19.2,19.97,19.1,19.63,19.62,8682000.0,170867938.0,3,2.1651,1,0.051,332.143327,7.041302,2.864036,-205.240942,sh.605179.SZ,2025-04-03
2025-06-16,sh.605179,20.2,20.52,20.18,20.43,20.39,2580900.0,52660333.0,3,0.6436,1,0.1962,256.933244,7.384876,2.965595,153.616883,sh.605179.SZ,2025-06-16
2025-06-30,sh.605179,20.01,20.2,20.01,20.16,20.17,2994400.0,60274467.0,3,0.7467,1,-0.0496,253.53765,7.287278,2.926402,151.586704,sh.605179.SZ,2025-06-30
2025-07-01,sh.605179,20.27,20.27,19.94,20.12,20.16,2783400.0,55938560.0,3,0.6941,1,-0.1984,253.034599,7.272819,2.920596,151.285937,sh.605179.SZ,2025-07-01
2025-07-08,sh.605179,20.01,20.19,19.95,20.09,20.05,2536500.0,50913058.0,3,0.6325,1,0.1995,252.657311,7.261975,2.916241,151.060361,sh.605179.SZ,2025-07-08
2025-07-09,sh.605179,20.12,20.25,20.02,20.1,20.09,3641089.0,73338279.01,3,0.908,1,0.0498,252.783074,7.26559,2.917692,151.135553,sh.605179.SZ,2025-07-09
2025-07-11,sh.605179,20.16,20.21,19.96,20.14,20.15,3490689.0,70111852.46,3,0.8705,1,-0.0496,253.286125,7.280049,2.923499,151.43632,sh.605179.SZ,2025-07-11
2025-07-23,sh.605179,20.27,20.58,20.12,20.22,20.26,6439600.0,131052406.0,3,1.6059,1,-0.1974,254.292227,7.308967,2.935111,152.037855,sh.605179.SZ,2025-07-23
2025-07-30,sh.605179,19.99,20.5,19.88,20.33,20.29,6812200.0,137182652.0,3,1.6988,1,0.1971,255.675617,7.348728,2.951079,152.864965,sh.605179.SZ,2025-07-30
2025-08-04,sh.605179,19.81,20.02,19.81,20.0,20.01,2189300.0,43615954.0,3,0.546,1,-0.05,251.525447,7.229443,2.903177,150.383635,sh.605179.SZ,2025-08-04
2025-08-06,sh.605179,20.09,20.1,19.92,20.04,20.05,2389600.0,47792419.0,3,0.5959,1,-0.0499,252.028498,7.243902,2.908983,150.684402,sh.605179.SZ,2025-08-06
2025-08-15,sh.605179,19.99,20.05,19.87,19.98,19.98,4187000.0,83483748.0,3,1.0441,1,0.0,251.273921,7.222213,2.900273,150.233251,sh.605179.SZ,2025-08-15
2025-08-26,sh.605179,22.64,24.38,22.61,23.14,23.17,24514319.0,573059984.31,3,6.1133,1,-0.1295,267.448679,8.267915,3.337367,64.470716,sh.605179.SZ,2025-08-26
2025-09-01,sh.605179,23.0,24.28,22.01,23.53,23.56,16627422.0,390386628.36,3,4.1465,1,-0.1273,271.956241,8.407262,3.393614,65.557301,sh.605179.SZ,2025-09-01
2025-09-11,sh.605179,23.0,23.26,22.6,22.97,23.02,10309400.0,234879808.0,3,2.5709,1,-0.2172,265.483844,8.207174,3.312848,63.997076,sh.605179.SZ,2025-09-11
2025-09-30,sh.605179,20.59,20.76,20.46,20.61,20.59,2859300.0,58895464.0,3,0.713,1,0.0971,238.207315,7.363947,2.972477,57.421843,sh.605179.SZ,2025-09-30
2025-10-13,sh.605179,20.0,20.69,19.92,20.6,20.58,4658129.0,95299246.82,3,1.1616,1,0.0972,238.091737,7.360374,2.971035,57.393982,sh.605179.SZ,2025-10-13
2025-10-14,sh.605179,20.52,20.81,20.4,20.59,20.6,4815929.0,99157408.11,3,1.201,1,-0.0485,237.976158,7.356801,2.969593,57.366121,sh.605179.SZ,2025-10-14
2025-10-31,sh.605179,21.41,21.65,21.26,21.41,21.41,6722400.0,144040366.0,3,1.6764,1,0.0,223.315238,7.620857,3.024306,50.833828,sh.605179.SZ,2025-10-31
2025-11-19,sh.605179,22.14,22.65,21.89,22.07,22.11,5362500.0,118761040.0,3,1.3373,1,-0.1809,230.199314,7.855784,3.117535,52.400868,sh.605179.SZ,2025-11-19
2025-12-02,sh.605179,22.02,22.65,22.02,22.37,22.35,7126300.0,159008426.0,3,1.7771,1,0.0895,233.328439,7.962568,3.159912,53.113159,sh.605179.SZ,2025-12-02
2025-12-22,sh.605179,22.5,22.72,22.01,22.3,22.34,9736101.0,216427869.26,3,2.428,1,-0.1791,232.59831,7.937652,3.150024,52.946957,sh.605179.SZ,2025-12-22
2026-01-07,sh.605179,21.18,21.46,21.17,21.33,21.29,5149600.0,109716102.0,3,1.2842,1,0.1879,222.480805,7.592382,3.013005,50.643884,sh.605179.SZ,2026-01-07
2026-01-09,sh.605179,21.16,21.28,21.1,21.23,21.25,4404100.0,93285811.0,3,1.0983,1,-0.0941,221.437763,7.556787,2.99888,50.406453,sh.605179.SZ,2026-01-09
2026-01-22,sh.605179,21.09,21.19,21.04,21.09,21.07,3146600.0,66350498.0,3,0.7847,1,0.0949,219.977505,7.506954,2.979104,50.074051,sh.605179.SZ,2026-01-22
