date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,ts_code,trade_date
2025-03-06,sz.300458,63.04,63.7,60.8,61.5,61.5,88923597,5501122049.3,3,17.1677,1,0.0,233.678261,12.910593,17.022983,-43.808597,300458.SZ,2025-03-06
2025-04-08,sz.300458,43.0,44.78,41.38,42.76,42.8,43985082,1894365217.19,3,8.4918,1,-0.0935,162.398514,9.047478,11.835817,796.533362,300458.SZ,2025-04-08
2025-04-14,sz.300458,49.72,50.49,48.8,49.3,49.2,49125640,2426856500.47,3,9.4843,1,0.2033,187.236828,10.43126,13.646066,918.360495,300458.SZ,2025-04-14
2025-05-07,sz.300458,42.03,42.4,40.75,41.41,41.49,45020005,1866985494.89,3,6.686,1,-0.1928,162.953796,11.012504,13.646197,537.927641,300458.SZ,2025-05-07
2025-06-12,sz.300458,38.55,39.48,38.36,38.81,38.77,29074745,1136552281.96,3,4.3051,1,0.1032,153.09846,10.346475,12.820884,505.394138,300458.SZ,2025-06-12
2025-06-13,sz.300458,38.49,39.4,37.91,38.8,38.81,63860568,2481120179.04,3,9.4559,1,-0.0258,153.059012,10.343809,12.81758,505.263915,300458.SZ,2025-06-13
2025-08-05,sz.300458,39.89,39.97,39.61,39.84,39.76,15152868,602897961.5,3,2.2429,1,0.2012,157.161625,10.621066,13.161144,518.807072,300458.SZ,2025-08-05
2025-08-07,sz.300458,40.79,41.29,40.42,40.73,40.75,35969621,1470188829.13,3,5.3243,1,-0.0491,160.672514,10.858334,13.455156,530.396889,300458.SZ,2025-08-07
2025-09-10,sz.300458,45.0,45.62,44.56,44.76,44.8,29531938,1329533111.85,3,4.3716,1,-0.0893,176.879511,12.193127,14.416707,-566.217427,300458.SZ,2025-09-10
2025-10-23,sz.300458,46.45,46.85,45.26,46.69,46.65,22653125,1039567609.92,3,3.3527,1,0.0857,184.535387,12.720882,15.040705,-590.725017,300458.SZ,2025-10-23
2025-11-03,sz.300458,45.7,45.91,44.08,45.78,45.81,27047843,1214952951.81,3,4.0031,1,-0.0655,128.443942,12.083652,13.674938,1536.487332,300458.SZ,2025-11-03
2025-11-18,sz.300458,41.67,42.4,41.43,41.85,41.85,12610782,529854688.26,3,1.8664,1,0.0,117.417627,11.046327,12.501008,1404.587043,300458.SZ,2025-11-18
2025-11-20,sz.300458,41.92,42.16,41.33,41.35,41.43,10217799,425631739.73,3,1.5122,1,-0.1931,116.014788,10.914352,12.351653,1387.805836,300458.SZ,2025-11-20
2025-11-27,sz.300458,41.66,42.99,41.66,41.91,41.9,21368028,907422306.39,3,3.1625,1,0.0239,117.585968,11.062164,12.518931,1406.600788,300458.SZ,2025-11-27
2025-11-28,sz.300458,42.17,42.22,41.6,41.98,41.91,12972706,543586887.98,3,1.92,1,0.167,117.782365,11.08064,12.53984,1408.950157,300458.SZ,2025-11-28
2026-01-20,sz.300458,45.52,46.41,45.0,45.52,45.52,27514124,1256954835.36,3,4.0721,1,0.0,127.714465,12.015025,13.597273,1527.761104,300458.SZ,2026-01-20
