date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,ts_code,trade_date
2025-03-11,sh.601699,12.1,12.2,12.06,12.2,12.19,9514399.0,115397048.35,3,0.3181,1,0.082,10.576823,0.777943,0.992457,-8.609602,601699.SH,2025-03-11
2025-03-12,sh.601699,12.24,12.36,12.15,12.2,12.2,14475173.0,177346297.46,3,0.4839,1,0.0,10.576823,0.777943,0.992457,-8.609602,601699.SH,2025-03-12
2025-03-21,sh.601699,12.48,12.56,12.3,12.51,12.49,21175084.0,263375959.76,3,0.7079,1,0.1601,10.845578,0.797711,1.017675,-8.828371,601699.SH,2025-03-21
2025-04-16,sh.601699,11.63,11.63,11.4,11.59,11.61,13542699.0,155785502.73,3,0.4527,1,-0.1723,10.047982,0.739046,0.942834,-8.179122,601699.SH,2025-04-16
2025-04-21,sh.601699,11.42,11.45,11.38,11.41,11.42,6800500.0,77606284.0,3,0.2273,1,-0.0876,9.89193,0.727568,0.928192,-8.052095,601699.SH,2025-04-21
2025-04-24,sh.601699,11.3,11.41,11.27,11.31,11.3,11162080.0,126771190.6,3,0.3731,1,0.0885,9.805235,0.721192,0.920057,-7.981525,601699.SH,2025-04-24
2025-04-29,sh.601699,11.0,11.16,10.89,11.06,11.05,13019809.0,143620325.06,3,0.4352,1,0.0905,18.187622,0.700542,0.968557,-2.156299,601699.SH,2025-04-29
2025-05-09,sh.601699,11.02,11.05,10.95,11.0,11.01,10147826.0,111610153.29,3,0.3392,1,-0.0908,18.088955,0.696742,0.963303,-2.144601,601699.SH,2025-05-09
2025-05-20,sh.601699,11.1,11.12,11.01,11.08,11.1,9303428.0,102970383.24,3,0.311,1,-0.1802,18.220511,0.701809,0.970309,-2.160198,601699.SH,2025-05-20
2025-05-22,sh.601699,11.27,11.34,11.17,11.31,11.33,14942800.0,167997461.59,3,0.4995,1,-0.1765,18.598735,0.716378,0.990451,-2.20504,601699.SH,2025-05-22
2025-05-28,sh.601699,10.85,10.86,10.76,10.79,10.8,9882252.0,106849872.56,3,0.3304,1,-0.0926,17.743621,0.683441,0.944913,-2.103659,601699.SH,2025-05-28
2025-06-20,sh.601699,10.75,10.84,10.71,10.74,10.74,11321887.0,121969398.55,3,0.3785,1,0.0,17.661398,0.680274,0.940534,-2.093911,601699.SH,2025-06-20
2025-06-26,sh.601699,10.43,10.65,10.37,10.39,10.41,27840834.0,291752669.36,3,0.9307,1,-0.1921,17.08584,0.658105,0.909884,-2.025673,601699.SH,2025-06-26
2025-06-30,sh.601699,10.57,10.62,10.5,10.55,10.56,20455770.0,215884103.41,3,0.6838,1,-0.0947,17.348952,0.668239,0.923895,-2.056868,601699.SH,2025-06-30
2025-07-03,sh.601699,10.65,10.78,10.54,10.63,10.65,29370730.0,311874200.7,3,0.9818,1,-0.1878,17.480509,0.673306,0.930901,-2.072465,601699.SH,2025-07-03
2025-07-04,sh.601699,10.65,10.81,10.61,10.63,10.63,29253245.0,312582463.28,3,0.9779,1,0.0,17.480509,0.673306,0.930901,-2.072465,601699.SH,2025-07-04
2025-07-07,sh.601699,10.65,10.69,10.57,10.63,10.63,16387540.0,174028944.41,3,0.5478,1,0.0,17.480509,0.673306,0.930901,-2.072465,601699.SH,2025-07-07
2025-07-09,sh.601699,10.82,10.88,10.75,10.82,10.82,22294947.0,240789793.8,3,0.7453,1,0.0,17.792954,0.685341,0.94754,-2.109508,601699.SH,2025-07-09
2025-07-11,sh.601699,11.08,11.17,10.96,11.01,11.02,39451607.0,436512896.13,3,1.3188,1,-0.0907,18.1054,0.697375,0.964179,-2.146551,601699.SH,2025-07-11
2025-07-16,sh.601699,10.68,10.73,10.64,10.69,10.69,16738191.0,178569841.06,3,0.5595,1,0.0,17.579176,0.677107,0.936155,-2.084163,601699.SH,2025-07-16
2025-07-17,sh.601699,10.72,10.76,10.65,10.71,10.69,14887860.0,159060888.7,3,0.4977,1,0.1871,17.612065,0.678373,0.937907,-2.088062,601699.SH,2025-07-17
2025-08-07,sh.601699,14.16,14.52,13.97,14.26,14.29,44367551.0,630601688.81,3,1.4832,1,-0.2099,23.449864,0.903231,1.248791,-2.780183,601699.SH,2025-08-07
2025-08-28,sh.601699,12.88,13.26,12.82,13.04,13.03,37501469.0,489091602.28,3,1.2536,1,0.0767,24.824608,0.839746,1.208966,-2.776816,601699.SH,2025-08-28
2025-09-04,sh.601699,12.71,12.85,12.62,12.76,12.78,25028324.0,319036888.3,3,0.8367,1,-0.1565,24.291564,0.821715,1.183007,-2.717191,601699.SH,2025-09-04
2025-09-08,sh.601699,13.09,13.33,13.04,13.3,13.29,40035313.0,528061480.16,3,1.3383,1,0.0752,25.319577,0.856489,1.233071,-2.832182,601699.SH,2025-09-08
2025-09-16,sh.601699,14.09,14.28,13.55,13.75,13.74,70608489.0,981198052.84,3,2.3604,1,0.0728,26.176254,0.885468,1.274792,-2.928008,601699.SH,2025-09-16
2025-10-15,sh.601699,15.4,15.51,15.12,15.4,15.4,55009009.0,842107968.88,3,1.8389,1,0.0,29.317405,0.991724,1.427767,-3.279368,601699.SH,2025-10-15
2025-11-12,sh.601699,14.88,15.1,14.78,14.91,14.93,21589783.0,322841412.48,3,0.7217,1,-0.134,36.995194,0.953816,1.471931,-4.198863,601699.SH,2025-11-12
