date,open,close,low,high,volume,change_pct,amount,stock_code
2020-01-02,4.23,4.36,4.36,4.21,345336.0,,1505664.9600000002,600707.SH
2020-01-03,4.37,4.32,4.44,4.3,288353.0,-0.9174311926605561,1245684.9600000002,600707.SH
2020-01-06,4.3,4.3,4.38,4.22,272246.0,-0.4629629629629761,1170657.8,600707.SH
2020-01-07,4.31,4.31,4.34,4.27,220495.0,0.23255813953488857,950333.45,600707.SH
2020-01-08,4.35,4.39,4.55,4.34,697440.0,1.8561484918793614,3061761.5999999996,600707.SH
2020-01-09,4.41,4.39,4.47,4.32,393017.0,0.0,1725344.63,600707.SH
2020-01-10,4.36,4.35,4.38,4.29,234815.0,-0.9111617312072884,1021445.2499999999,600707.SH
2020-01-13,4.35,4.29,4.35,4.23,194232.0,-1.3793103448275779,833255.28,600707.SH
2020-01-14,4.27,4.27,4.33,4.26,150299.0,-0.4662004662004726,641776.73,600707.SH
2020-01-15,4.28,4.19,4.28,4.19,158731.0,-1.8735362997657878,665082.89,600707.SH
2020-01-16,4.2,4.18,4.26,4.16,116501.0,-0.23866348448688957,486974.18,600707.SH
2020-01-17,4.21,4.19,4.25,4.17,109306.0,0.23923444976077235,457992.14,600707.SH
2020-01-20,4.19,4.26,4.26,4.19,137886.0,1.6706443914080937,587394.36,600707.SH
2020-01-21,4.25,4.12,4.25,4.12,170036.0,-3.2863849765258135,700548.3200000001,600707.SH
2020-01-22,4.09,4.03,4.09,3.86,213468.0,-2.1844660194174748,860276.04,600707.SH
2020-01-23,4.01,3.9,4.12,3.86,172473.0,-3.2258064516129115,672644.7,600707.SH
2020-02-03,3.51,3.51,3.51,3.51,32658.0,-10.000000000000009,114629.57999999999,600707.SH
2020-02-04,3.16,3.43,3.47,3.16,246092.0,-2.2792022792022637,844095.56,600707.SH
2020-02-05,3.42,3.45,3.55,3.41,183048.0,0.5830903790087438,631515.6,600707.SH
2020-02-06,3.45,3.57,3.65,3.44,221617.0,3.4782608695651973,791172.69,600707.SH
2020-02-07,3.54,3.57,3.64,3.51,172045.0,0.0,614200.65,600707.SH
2020-02-10,3.58,3.66,3.7,3.55,160189.0,2.521008403361358,586291.74,600707.SH
2020-02-11,3.66,3.67,3.71,3.61,144203.0,0.2732240437158362,529225.01,600707.SH
2020-02-12,3.66,3.79,3.85,3.64,209492.0,3.2697547683923744,793974.68,600707.SH
2020-02-13,3.76,3.7,3.8,3.69,188665.0,-2.37467018469657,698060.5,600707.SH
2020-02-14,3.7,3.7,3.76,3.66,121926.0,0.0,451126.2,600707.SH
