date,open,close,low,high,volume,amount,change_pct,stock_code,code,trade_date,preclose,pctChg,turn,tradestatus,adjustflag,peTTM,pbMRQ,psTTM,pcfNcfTTM
2020-01-02,8.999,9.291,9.299,8.924,297172.0,,,600195.SH,600195,2020-01-02,,,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-03,9.291,9.199,9.483,9.174,199006.0,,-0.9902055752879169,600195.SH,600195,2020-01-03,9.291,-0.9902055752879169,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-06,9.107,9.324,9.407,9.09,203638.0,,1.3588433525383303,600195.SH,600195,2020-01-06,9.199,1.3588433525383303,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-07,9.341,9.666,9.741,9.341,241908.0,,3.6679536679536717,600195.SH,600195,2020-01-07,9.324,3.6679536679536717,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-08,9.699,9.674,9.858,9.516,228481.0,,0.08276432857436955,600195.SH,600195,2020-01-08,9.666,0.08276432857436955,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-09,9.733,9.683,9.908,9.566,196130.0,,0.09303287161464002,600195.SH,600195,2020-01-09,9.674,0.09303287161464002,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-10,9.691,9.783,9.866,9.591,158342.0,,1.0327377878756483,600195.SH,600195,2020-01-10,9.683,1.0327377878756483,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-13,9.683,9.641,9.749,9.533,154668.0,,-1.4514974956557292,600195.SH,600195,2020-01-13,9.783,-1.4514974956557292,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-14,9.633,9.558,9.733,9.541,144284.0,,-0.8609065449642128,600195.SH,600195,2020-01-14,9.641,-0.8609065449642128,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-15,9.416,9.699,9.866,9.274,271631.0,,1.4752040175769032,600195.SH,600195,2020-01-15,9.558,1.4752040175769032,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-16,9.608,9.407,9.683,9.341,195889.0,,-3.01061965151046,600195.SH,600195,2020-01-16,9.699,-3.01061965151046,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-17,9.541,9.966,10.066,9.466,428355.0,,5.942383331561585,600195.SH,600195,2020-01-17,9.407,5.942383331561585,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-20,9.966,9.824,10.175,9.683,291882.0,,-1.4248444712020802,600195.SH,600195,2020-01-20,9.966,-1.4248444712020802,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-21,9.824,10.033,10.083,9.724,236802.0,,2.1274429967426567,600195.SH,600195,2020-01-21,9.824,2.1274429967426567,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-22,9.983,9.774,9.983,9.599,184683.0,,-2.58148111232932,600195.SH,600195,2020-01-22,10.033,-2.58148111232932,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-23,9.691,9.141,9.741,8.965,263546.0,,-6.476365868631051,600195.SH,600195,2020-01-23,9.774,-6.476365868631051,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-03,8.156,8.156,8.682,8.156,256271.0,,-10.775626299092,600195.SH,600195,2020-02-03,9.141,-10.775626299092,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-04,8.131,8.448,8.515,8.131,182066.0,,3.580186365865612,600195.SH,600195,2020-02-04,8.156,3.580186365865612,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-05,8.498,8.707,8.874,8.407,224754.0,,3.0658143939394034,600195.SH,600195,2020-02-05,8.448,3.0658143939394034,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-06,8.815,8.999,9.115,8.632,227170.0,,3.353623521304705,600195.SH,600195,2020-02-06,8.707,3.353623521304705,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-07,8.915,9.024,9.241,8.824,170293.0,,0.27780864540503103,600195.SH,600195,2020-02-07,8.999,0.27780864540503103,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-10,9.049,9.583,9.658,8.999,272324.0,,6.194592198581583,600195.SH,600195,2020-02-10,9.024,6.194592198581583,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-11,9.474,9.224,9.574,9.207,199950.0,,-3.7462172597307775,600195.SH,600195,2020-02-11,9.583,-3.7462172597307775,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-12,9.249,9.291,9.416,9.149,137248.0,,0.726366001734613,600195.SH,600195,2020-02-12,9.224,0.726366001734613,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-13,9.307,9.216,9.416,9.191,142449.0,,-0.8072328059412492,600195.SH,600195,2020-02-13,9.291,-0.8072328059412492,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-14,9.174,9.157,9.299,9.065,147776.0,,-0.6401909722222099,600195.SH,600195,2020-02-14,9.216,-0.6401909722222099,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-17,9.166,9.516,9.524,9.166,239106.0,,3.920497979687676,600195.SH,600195,2020-02-17,9.157,3.920497979687676,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-18,9.549,9.599,9.658,9.382,242883.0,,0.8722152164775121,600195.SH,600195,2020-02-18,9.516,0.8722152164775121,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-19,9.674,9.483,9.866,9.457,238444.0,,-1.2084592145015116,600195.SH,600195,2020-02-19,9.599,-1.2084592145015116,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-20,9.474,9.432,9.616,9.299,220504.0,,-0.5378044922492942,600195.SH,600195,2020-02-20,9.483,-0.5378044922492942,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-21,9.432,9.266,9.466,9.241,270573.0,,-1.7599660729431754,600195.SH,600195,2020-02-21,9.432,-1.7599660729431754,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-24,9.174,9.157,9.249,8.957,249591.0,,-1.176343621843301,600195.SH,600195,2020-02-24,9.266,-1.176343621843301,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-25,8.965,10.141,10.141,8.949,713854.0,,10.745877470787368,600195.SH,600195,2020-02-25,9.157,10.745877470787368,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-26,10.542,10.325,10.809,10.075,838921.0,,1.8144167241889386,600195.SH,600195,2020-02-26,10.141,1.8144167241889386,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-27,10.45,10.425,10.75,10.208,414946.0,,0.9685230024213176,600195.SH,600195,2020-02-27,10.325,0.9685230024213176,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-28,10.033,9.749,10.367,9.708,387601.0,,-6.484412470023981,600195.SH,600195,2020-02-28,10.425,-6.484412470023981,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-02,10.417,10.05,10.667,9.916,598764.0,,3.08749615345163,600195.SH,600195,2020-03-02,9.749,3.08749615345163,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-03,10.033,11.126,11.126,10.033,690722.0,,10.706467661691521,600195.SH,600195,2020-03-03,10.05,10.706467661691521,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-04,10.834,11.643,11.826,10.8,644056.0,,4.6467733237461895,600195.SH,600195,2020-03-04,11.126,4.6467733237461895,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-05,11.584,11.418,12.068,11.334,528912.0,,-1.9324916258696367,600195.SH,600195,2020-03-05,11.643,-1.9324916258696367,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-06,11.334,11.526,11.643,11.176,258243.0,,0.9458749343142392,600195.SH,600195,2020-03-06,11.418,0.9458749343142392,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-09,11.276,10.458,11.284,10.308,428498.0,,-9.266007287870892,600195.SH,600195,2020-03-09,11.526,-9.266007287870892,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-10,10.333,10.884,11.059,9.991,330130.0,,4.073436603557079,600195.SH,600195,2020-03-10,10.458,4.073436603557079,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-11,10.9,10.634,11.184,10.458,222138.0,,-2.2969496508636555,600195.SH,600195,2020-03-11,10.884,-2.2969496508636555,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-12,10.417,10.075,10.5,10.008,231614.0,,-5.256723716381428,600195.SH,600195,2020-03-12,10.634,-5.256723716381428,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-13,9.374,9.741,9.966,9.357,217075.0,,-3.3151364764267943,600195.SH,600195,2020-03-13,10.075,-3.3151364764267943,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-16,9.824,9.216,9.95,9.207,181263.0,,-5.389590391130284,600195.SH,600195,2020-03-16,9.741,-5.389590391130284,0.0,1,3,0.0,0.0,0.0,0.0
