code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600519,2024-10-26,2024-09-30,0.268330,0.521887,0.915314,63031462239.550000,65.821964,,1256197800.00,1256197800.00
