date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,ts_code,trade_date
2026-01-05,sh.588150,0.9520,0.9960,0.9520,0.9950,0.9490,83365300,81880562.0000,3,30.267042,1,4.847200,,,,,sh.588150.SZ,2026-01-05
2026-01-06,sh.588150,1.0160,1.0160,0.9870,1.0080,0.9950,106727100,107100189.0000,3,32.896540,1,1.306500,,,,,sh.588150.SZ,2026-01-06
2026-01-07,sh.588150,1.0100,1.0220,1.0050,1.0150,1.0080,22348800,22651777.0000,3,5.519141,1,0.694400,,,,,sh.588150.SZ,2026-01-07
2026-01-08,sh.588150,1.0140,1.0440,1.0130,1.0250,1.0150,26022900,26846128.0000,3,6.371406,1,0.985200,,,,,sh.588150.SZ,2026-01-08
2026-01-09,sh.588150,1.0190,1.0390,1.0120,1.0390,1.0250,24512600,25194897.0000,3,6.053501,1,1.365900,,,,,sh.588150.SZ,2026-01-09
2026-01-12,sh.588150,1.0420,1.0660,1.0410,1.0660,1.0390,14133700,14953692.0000,3,3.490383,1,2.598700,,,,,sh.588150.SZ,2026-01-12
2026-01-13,sh.588150,1.0680,1.0680,1.0310,1.0360,1.0660,53843400,56505861.0000,3,13.412812,1,-2.814300,,,,,sh.588150.SZ,2026-01-13
2026-01-14,sh.588150,1.0350,1.0780,1.0350,1.0530,1.0360,16081800,17047947.0000,3,3.684830,1,1.640900,,,,,sh.588150.SZ,2026-01-14
2026-01-15,sh.588150,1.0500,1.0590,1.0340,1.0480,1.0530,23830100,24896522.0000,3,5.460202,1,-0.474800,,,,,sh.588150.SZ,2026-01-15
2026-01-16,sh.588150,1.0520,1.0780,1.0520,1.0730,1.0480,80241100,85414779.0000,3,18.534317,1,2.385500,,,,,sh.588150.SZ,2026-01-16
2026-01-19,sh.588150,1.0730,1.0730,1.0590,1.0640,1.0730,67045800,71440918.0000,3,13.911862,1,-0.838800,,,,,sh.588150.SZ,2026-01-19
2026-01-20,sh.588150,1.0640,1.0750,1.0380,1.0450,1.0640,41421400,43628085.0000,3,7.801631,1,-1.785700,,,,,sh.588150.SZ,2026-01-20
2026-01-21,sh.588150,1.0400,1.0880,1.0400,1.0800,1.0450,30400500,32743661.0000,3,5.543161,1,3.349300,,,,,sh.588150.SZ,2026-01-21
2026-01-22,sh.588150,1.0900,1.1080,1.0770,1.0850,1.0800,30310900,32797302.0000,3,5.526823,1,0.463000,,,,,sh.588150.SZ,2026-01-22
2026-01-23,sh.588150,1.0850,1.0930,1.0730,1.0930,1.0850,32321300,34976216.0000,3,5.893395,1,0.737300,,,,,sh.588150.SZ,2026-01-23
2026-01-26,sh.588150,1.0950,1.1080,1.0760,1.0810,1.0930,14538600,15852621.0000,3,2.634126,1,-1.097900,,,,,sh.588150.SZ,2026-01-26
