date,open,close,low,high,volume,amount,change_pct,stock_code,code,trade_date,preclose,pctChg,turn,tradestatus,adjustflag,peTTM,pbMRQ,psTTM,pcfNcfTTM
2020-01-02,5.906,5.966,5.986,5.886,29233.0,,,000920.SZ,920,2020-01-02,,,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-03,5.966,6.036,6.056,5.956,27212.0,,1.1733154542406865,000920.SZ,920,2020-01-03,5.966,1.1733154542406865,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-06,5.996,6.036,6.056,5.926,35133.0,,0.0,000920.SZ,920,2020-01-06,6.036,0.0,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-07,6.046,6.096,6.116,5.996,28984.0,,0.994035785288272,000920.SZ,920,2020-01-07,6.036,0.994035785288272,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-08,6.066,5.926,6.066,5.896,34627.0,,-2.7887139107611536,000920.SZ,920,2020-01-08,6.096,-2.7887139107611536,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-09,5.976,6.016,6.016,5.956,23167.0,,1.5187310158623069,000920.SZ,920,2020-01-09,5.926,1.5187310158623069,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-10,6.026,6.036,6.076,5.986,19430.0,,0.3324468085106336,000920.SZ,920,2020-01-10,6.016,0.3324468085106336,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-13,6.016,6.056,6.056,5.946,19789.0,,0.3313452617627721,000920.SZ,920,2020-01-13,6.036,0.3313452617627721,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-14,6.056,6.166,6.196,6.016,40574.0,,1.816380449141364,000920.SZ,920,2020-01-14,6.056,1.816380449141364,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-15,6.136,6.036,6.156,6.026,22940.0,,-2.108336036328262,000920.SZ,920,2020-01-15,6.166,-2.108336036328262,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-16,6.056,5.946,6.086,5.936,16692.0,,-1.491053677932408,000920.SZ,920,2020-01-16,6.036,-1.491053677932408,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-17,5.946,5.906,6.016,5.906,14933.0,,-0.6727211570803915,000920.SZ,920,2020-01-17,5.946,-0.6727211570803915,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-20,5.926,5.986,6.016,5.926,11575.0,,1.3545546901456262,000920.SZ,920,2020-01-20,5.906,1.3545546901456262,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-21,5.986,6.036,6.076,5.956,24188.0,,0.8352823254260011,000920.SZ,920,2020-01-21,5.986,0.8352823254260011,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-22,6.016,5.996,6.046,5.906,19391.0,,-0.6626905235254998,000920.SZ,920,2020-01-22,6.036,-0.6626905235254998,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-23,5.956,5.726,5.956,5.656,30630.0,,-4.503002001334233,000920.SZ,920,2020-01-23,5.996,-4.503002001334233,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-03,5.076,5.076,5.076,5.076,5441.0,,-11.351728955640938,000920.SZ,920,2020-02-03,5.726,-11.351728955640938,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-04,4.496,4.896,5.036,4.496,49275.0,,-3.546099290780136,000920.SZ,920,2020-02-04,5.076,-3.546099290780136,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-05,4.896,4.926,5.066,4.856,39513.0,,0.6127450980392135,000920.SZ,920,2020-02-05,4.896,0.6127450980392135,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-06,4.916,5.146,5.176,4.886,44945.0,,4.466098254161577,000920.SZ,920,2020-02-06,4.926,4.466098254161577,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-07,5.196,5.336,5.356,5.066,41100.0,,3.692188107267791,000920.SZ,920,2020-02-07,5.146,3.692188107267791,0.0,1,3,0.0,0.0,0.0,0.0
