date,open,close,low,high,volume,amount,change_pct,stock_code
2020-01-02,11.476,11.416,11.536,11.346,42896.0,,,603225.SH
2020-01-03,11.436,11.516,11.596,11.296,37815.0,,0.8759635599159044,603225.SH
2020-01-06,11.526,11.596,11.646,11.386,52169.0,,0.6946856547412228,603225.SH
2020-01-07,11.646,11.636,11.666,11.536,34225.0,,0.344946533287338,603225.SH
2020-01-08,11.596,11.286,11.616,11.276,42659.0,,-3.007906497078028,603225.SH
2020-01-09,11.376,11.406,11.536,11.356,19072.0,,1.063264221158966,603225.SH
2020-01-10,11.446,11.456,11.496,11.346,22021.0,,0.4383657724004841,603225.SH
2020-01-13,11.526,11.426,11.526,11.276,20082.0,,-0.261871508379885,603225.SH
2020-01-14,11.406,11.446,11.566,11.396,23077.0,,0.1750393838613639,603225.SH
2020-01-15,11.446,11.266,11.496,11.256,20978.0,,-1.5726017822820126,603225.SH
2020-01-16,11.296,11.216,11.346,11.206,19091.0,,-0.4438132433871922,603225.SH
2020-01-17,11.296,11.576,11.946,11.266,69237.0,,3.209700427960072,603225.SH
2020-01-20,11.566,11.626,11.686,11.426,39794.0,,0.431928127159642,603225.SH
2020-01-21,11.616,11.426,11.616,11.346,31133.0,,-1.7202821262687018,603225.SH
2020-01-22,11.416,11.246,11.416,11.106,27210.0,,-1.5753544547523202,603225.SH
2020-01-23,11.246,10.866,11.256,10.726,41830.0,,-3.3789791926018165,603225.SH
2020-02-03,9.686,9.686,9.686,9.686,15497.0,,-10.85956193631511,603225.SH
2020-02-04,9.056,9.376,9.826,9.056,54140.0,,-3.200495560602934,603225.SH
2020-02-05,9.406,9.696,9.736,9.356,39521.0,,3.412969283276457,603225.SH
2020-02-06,9.696,9.786,9.816,9.556,34959.0,,0.9282178217821846,603225.SH
2020-02-07,9.846,10.246,10.376,9.596,54618.0,,4.700592683425309,603225.SH
2020-02-10,10.156,10.236,10.236,9.956,39932.0,,-0.097599063048992,603225.SH
2020-02-11,10.216,10.166,10.306,10.096,22758.0,,-0.6838608831574833,603225.SH
2020-02-12,10.146,10.196,10.236,10.106,19781.0,,0.2951013181192063,603225.SH
2020-02-13,10.196,9.956,10.286,9.846,28833.0,,-2.3538642604943094,603225.SH
