date,open,close,low,high,volume,change_pct,amount,stock_code,code,trade_date,preclose,pctChg,turn,tradestatus,adjustflag,peTTM,pbMRQ,psTTM,pcfNcfTTM
2020-01-02,6.94,6.96,7.0,6.9,19655.0,,136798.8,000678.SZ,678,2020-01-02,,,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-03,6.96,7.01,7.13,6.9,26565.0,0.7183908045977017,186220.65,000678.SZ,678,2020-01-03,6.96,0.7183908045977017,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-06,6.96,7.07,7.13,6.95,31705.0,0.8559201141226991,224154.35,000678.SZ,678,2020-01-06,7.01,0.8559201141226991,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-07,7.06,7.09,7.15,7.02,41396.0,0.2828854314002704,293497.64,000678.SZ,678,2020-01-07,7.07,0.2828854314002704,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-08,7.08,7.03,7.12,6.97,27507.0,-0.8462623413258097,193374.21,000678.SZ,678,2020-01-08,7.09,-0.8462623413258097,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-09,7.03,7.01,7.08,6.98,14963.0,-0.2844950213371278,104890.63,000678.SZ,678,2020-01-09,7.03,-0.2844950213371278,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-10,7.01,7.07,7.09,6.93,25566.0,0.8559201141226991,180751.62,000678.SZ,678,2020-01-10,7.01,0.8559201141226991,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-13,7.1,7.07,7.2,6.99,38285.0,0.0,270674.95,000678.SZ,678,2020-01-13,7.07,0.0,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-14,7.0,7.0,7.05,6.99,15647.0,-0.990099009900991,109529.0,000678.SZ,678,2020-01-14,7.07,-0.990099009900991,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-15,7.0,6.94,7.01,6.9,12792.0,-0.8571428571428563,88776.48000000001,000678.SZ,678,2020-01-15,7.0,-0.8571428571428563,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-16,6.92,7.18,7.26,6.87,80855.0,3.458213256484144,580538.9,000678.SZ,678,2020-01-16,6.94,3.458213256484144,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-17,7.21,7.07,7.24,7.07,54919.0,-1.532033426183832,388277.33,000678.SZ,678,2020-01-17,7.18,-1.532033426183832,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-20,7.04,7.07,7.15,6.97,23801.0,0.0,168273.07,000678.SZ,678,2020-01-20,7.07,0.0,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-21,7.07,7.02,7.12,6.94,30572.0,-0.7072135785007205,214615.44,000678.SZ,678,2020-01-21,7.07,-0.7072135785007205,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-22,6.99,6.95,6.99,6.88,20955.0,-0.9971509971509862,145637.25,000678.SZ,678,2020-01-22,7.02,-0.9971509971509862,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-23,6.95,6.68,6.95,6.51,24696.0,-3.8848920863309377,164969.28,000678.SZ,678,2020-01-23,6.95,-3.8848920863309377,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-03,6.01,6.01,6.01,6.01,2258.0,-10.029940119760482,13570.58,000678.SZ,678,2020-02-03,6.68,-10.029940119760482,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-04,5.41,5.56,5.9,5.41,50250.0,-7.487520798668889,279390.0,000678.SZ,678,2020-02-04,6.01,-7.487520798668889,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-05,5.56,5.6,5.72,5.55,28765.0,0.7194244604316502,161084.0,000678.SZ,678,2020-02-05,5.56,0.7194244604316502,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-06,5.61,5.59,5.62,5.4,41288.0,-0.1785714285714279,230799.92,000678.SZ,678,2020-02-06,5.6,-0.1785714285714279,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-07,5.59,5.5,5.59,5.46,29222.0,-1.610017889087656,160721.0,000678.SZ,678,2020-02-07,5.59,-1.610017889087656,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-10,5.5,5.66,5.66,5.39,37758.0,2.9090909090909056,213710.28,000678.SZ,678,2020-02-10,5.5,2.9090909090909056,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-11,5.6,5.7,5.84,5.57,41554.0,0.7067137809187329,236857.8,000678.SZ,678,2020-02-11,5.66,0.7067137809187329,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-12,5.63,5.75,5.84,5.63,43649.0,0.8771929824561431,250981.75,000678.SZ,678,2020-02-12,5.7,0.8771929824561431,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-13,5.71,5.63,5.75,5.56,41880.0,-2.086956521739136,235784.4,000678.SZ,678,2020-02-13,5.75,-2.086956521739136,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-14,5.59,5.57,5.63,5.53,25379.0,-1.0657193605683737,141361.03,000678.SZ,678,2020-02-14,5.63,-1.0657193605683737,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-17,5.58,5.75,5.78,5.57,58196.0,3.2315978456014305,334627.0,000678.SZ,678,2020-02-17,5.57,3.2315978456014305,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-18,5.76,5.93,5.95,5.73,50607.0,3.130434782608682,300099.51,000678.SZ,678,2020-02-18,5.75,3.130434782608682,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-19,5.91,6.15,6.31,5.87,70514.0,3.709949409780777,433661.1,000678.SZ,678,2020-02-19,5.93,3.709949409780777,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-20,6.18,6.15,6.3,6.08,42304.0,0.0,260169.6,000678.SZ,678,2020-02-20,6.15,0.0,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-21,6.15,6.16,6.25,6.09,41562.0,0.1626016260162677,256021.92,000678.SZ,678,2020-02-21,6.15,0.1626016260162677,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-24,6.16,6.07,6.19,6.01,35367.0,-1.461038961038963,214677.69,000678.SZ,678,2020-02-24,6.16,-1.461038961038963,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-25,5.9,5.98,6.03,5.85,43723.0,-1.4827018121911006,261463.54,000678.SZ,678,2020-02-25,6.07,-1.4827018121911006,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-26,5.98,6.01,6.14,5.92,37215.0,0.5016722408026641,223662.15,000678.SZ,678,2020-02-26,5.98,0.5016722408026641,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-27,5.99,5.95,6.05,5.92,27465.0,-0.9983361064891728,163416.75,000678.SZ,678,2020-02-27,6.01,-0.9983361064891728,0.0,1,3,0.0,0.0,0.0,0.0
2020-02-28,5.82,5.62,5.9,5.61,36056.0,-5.5462184873949605,202634.72,000678.SZ,678,2020-02-28,5.95,-5.5462184873949605,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-02,5.62,5.8,5.86,5.62,30039.0,3.2028469750889688,174226.19999999998,000678.SZ,678,2020-03-02,5.62,3.2028469750889688,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-03,5.84,5.78,5.9,5.72,30825.0,-0.3448275862068861,178168.5,000678.SZ,678,2020-03-03,5.8,-0.3448275862068861,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-04,5.7,5.87,5.88,5.7,35801.0,1.5570934256055269,210151.87,000678.SZ,678,2020-03-04,5.78,1.5570934256055269,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-05,5.85,5.98,6.05,5.84,52948.0,1.873935264054527,316629.04000000004,000678.SZ,678,2020-03-05,5.87,1.873935264054527,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-06,5.96,6.09,6.14,5.95,60639.0,1.8394648829431317,369291.51,000678.SZ,678,2020-03-06,5.98,1.8394648829431317,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-09,6.03,5.97,6.1,5.96,44189.0,-1.970443349753692,263808.33,000678.SZ,678,2020-03-09,6.09,-1.970443349753692,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-10,5.98,6.09,6.19,5.79,53683.0,2.01005025125629,326929.47,000678.SZ,678,2020-03-10,5.97,2.01005025125629,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-11,6.1,6.11,6.38,6.1,77881.0,0.3284072249589487,475852.91,000678.SZ,678,2020-03-11,6.09,0.3284072249589487,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-12,6.08,5.91,6.08,5.88,45272.0,-3.2733224222585955,267557.52,000678.SZ,678,2020-03-12,6.11,-3.2733224222585955,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-13,5.65,5.84,5.91,5.57,34460.0,-1.1844331641285957,201246.4,000678.SZ,678,2020-03-13,5.91,-1.1844331641285957,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-16,5.97,5.67,5.97,5.63,28761.0,-2.910958904109584,163074.87,000678.SZ,678,2020-03-16,5.84,-2.910958904109584,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-17,5.64,5.62,5.87,5.45,25916.0,-0.8818342151675429,145647.92,000678.SZ,678,2020-03-17,5.67,-0.8818342151675429,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-18,5.62,5.52,5.76,5.52,29301.0,-1.7793594306049876,161741.52,000678.SZ,678,2020-03-18,5.62,-1.7793594306049876,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-19,5.51,5.59,5.62,5.39,32431.0,1.26811594202898,181289.29,000678.SZ,678,2020-03-19,5.52,1.26811594202898,0.0,1,3,0.0,0.0,0.0,0.0
2020-03-20,5.62,5.68,5.73,5.55,35200.0,1.610017889087656,199936.0,000678.SZ,678,2020-03-20,5.59,1.610017889087656,0.0,1,3,0.0,0.0,0.0,0.0
