date,open,close,low,high,volume,amount,change_pct,stock_code,code,trade_date,preclose,pctChg,turn,tradestatus,adjustflag,peTTM,pbMRQ,psTTM,pcfNcfTTM
2020-01-02,5.608,5.669,5.685,5.592,231289.0,,,002155.SZ,2155,2020-01-02,,,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-03,5.708,5.854,5.885,5.685,441036.0,,3.263362144999138,002155.SZ,2155,2020-01-03,5.669,3.263362144999138,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-06,6.115,6.354,6.4,6.008,837882.0,,8.541168431841474,002155.SZ,2155,2020-01-06,5.854,8.541168431841474,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-07,6.162,6.139,6.177,6.046,508558.0,,-3.383695310040913,002155.SZ,2155,2020-01-07,6.354,-3.383695310040913,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-08,6.423,6.685,6.715,6.262,1088696.0,,8.893956670467485,002155.SZ,2155,2020-01-08,6.139,8.893956670467485,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-09,6.139,6.131,6.246,6.069,730020.0,,-8.287210172026915,002155.SZ,2155,2020-01-09,6.685,-8.287210172026915,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-10,6.046,6.039,6.054,5.977,337529.0,,-1.50057086935248,002155.SZ,2155,2020-01-10,6.131,-1.50057086935248,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-13,6.008,5.985,6.015,5.923,212810.0,,-0.894187779433675,002155.SZ,2155,2020-01-13,6.039,-0.894187779433675,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-14,5.877,5.985,6.031,5.862,224482.0,,0.0,002155.SZ,2155,2020-01-14,5.985,0.0,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-15,5.962,5.931,5.977,5.885,182307.0,,-0.9022556390977488,002155.SZ,2155,2020-01-15,5.985,-0.9022556390977488,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-16,5.939,5.815,5.969,5.8,204658.0,,-1.9558253245658297,002155.SZ,2155,2020-01-16,5.931,-1.9558253245658297,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-17,5.792,5.846,5.877,5.769,168979.0,,0.5331040412725585,002155.SZ,2155,2020-01-17,5.815,0.5331040412725585,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-20,5.815,5.815,5.846,5.762,143484.0,,-0.5302771125555883,002155.SZ,2155,2020-01-20,5.846,-0.5302771125555883,0.0,1,3,0.0,0.0,0.0,0.0
2020-01-21,5.839,5.823,5.915,5.8,189748.0,,0.1375752364574323,002155.SZ,2155,2020-01-21,5.815,0.1375752364574323,0.0,1,3,0.0,0.0,0.0,0.0
